concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi
150,Removal of intracranial assessment electrodes,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA42,2016-01-01,2030-12-31,NA,Kallonsisäisten tutkimuselektrodien poisto
151,Intracranial endoscopy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA50,2007-01-01,2030-12-31,NA,Aivojen tähystys
152,Other diagnostic intracranial procedures,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAA99,1900-01-01,2030-12-31,NA,Muu aivojen tutkimusleikkaus
153,Excision and destruction of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAB,1900-01-01,2030-12-31,NA,Aivokasvaimien ja aivomuutosten poistot
154,Extirpation of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB00,1900-01-01,2030-12-31,NA,Aivokasvaimen tai aivomuutoksen poisto
155,Partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB10,1900-01-01,2030-12-31,NA,Aivokasvaimen tai aivomuutoksen poisto osittain
156,Destruction of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB20,1900-01-01,2030-12-31,NA,Aivokasvaimen tai aivomuutoksen tuhoaminen
157,Evacuation of spontaneous intracranial haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB30,1900-01-01,2030-12-31,NA,Aivotilan spontaanin verihyytymän poisto
158,Other excision or destruction of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAB99,1900-01-01,2030-12-31,NA,Muu aivokasvaimen tai aivomuutoksen poisto
159,Operations for intracranial aneurysm and other vascular lesions,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAC,1900-01-01,2030-12-31,NA,Aivoverisuonien toimenpiteet
160,Ligature of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC00,1900-01-01,2030-12-31,NA,Aivovaltimopullistuman kaulan sulkeminen
161,Ligature of feeding artery of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC05,1900-01-01,2030-12-31,NA,Aivovaltimopullistuman syöttävän valtimon sulkeminen
162,Reinforcement of intracranial aneurysm wall,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC10,1900-01-01,2030-12-31,NA,Aivovaltimopullistuman seinämän vahvistaminen
163,Trapping of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC15,1900-01-01,2030-12-31,NA,Aivovaltimopullistuman menevän ja tulevan valtimon sulkeminen
164,Anastomosis to intracranial vessel,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC20,1900-01-01,2030-12-31,NA,Aivoverisuonen liittäminen
165,Intracranial occlusion of vascular fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC30,1900-01-01,2030-12-31,NA,Aivoverisuonien välisen avanteen tukkiminen
166,Extirpation of intracranial arterio-venous malformation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC40,1900-01-01,2030-12-31,NA,Aivoverisuoniepämuodostuman poisto
167,Other operation for aneurysm or other intracranial vascular lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAC99,1900-01-01,2030-12-31,NA,Muu aivoverisuonileikkaus
168,Operations for head injuries,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAD,1900-01-01,2030-12-31,NA,Aivo- ja kallovammojen leikkaukset
169,Evacuation of epidural haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD00,1900-01-01,2030-12-31,NA,"Verihyytymän poisto kovan aivokalvon päältä, epiduraalitilasta"
170,Evacuation of acute subdural haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD05,1900-01-01,2030-12-31,NA,"Verihyytymän poisto kovan aivokalvon alta, akuutti subduraali"
171,Evacuation of chronic subdural haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD10,1900-01-01,2030-12-31,NA,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali"
172,Drainage of subdural fluid,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD12,1997-01-01,2030-12-31,NA,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon
173,Evacuation of traumatic intracerebral haematoma,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD15,1900-01-01,2030-12-31,NA,Aivokudoksen verihyytymän tai ruhjeen poisto
174,Removal of subdural drainage,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD16,1997-01-01,2030-12-31,NA,Kovan aivokalvon alaisen laskuputken poisto
175,Revision of penetrating or perforating injury of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD30,1900-01-01,2030-12-31,NA,Kallon lävistävän vamman tarkistamisleikkaus
176,Revision of fracture of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD40,1900-01-01,2030-12-31,NA,Kallon painumismurtuman nosto
177,Treatment of frontobasal fracture of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD42,1900-01-01,2030-12-31,NA,Frontobasaalisen murtuman hoito
178,Other operation for head injury,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAD99,1900-01-01,2030-12-31,NA,Muu aivo- tai kallovamman leikkaus
179,Operations by cranial base approach,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAE,1900-01-01,2030-12-31,NA,Kallonpohjan kautta tehtävät leikkaukset
180,Transsphenoidal exploration,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE00,1900-01-01,2030-12-31,NA,Tutkimusleikkaus transsphenoidaalisesti
181,Nasoendoscopic closure of cerebrospinal fluid fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE05,2012-01-01,2030-12-31,NA,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta
182,Transsphenoidal total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE10,1900-01-01,2030-12-31,NA,Kudoksen poistaminen transsfenoidaalisesti
183,Transoral total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE20,1900-01-01,2030-12-31,NA,"Kudoksen poistaminen transklivaalisesti, suun kautta"
184,Transcervical total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE25,2000-01-01,2030-12-31,NA,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta"
185,Translabyrinthine total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE30,1900-01-01,2030-12-31,NA,Kudoksen poistaminen translabyrintaarisesti
186,Translabyrinthine excision acoustic neurinome,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE32,1900-01-01,2030-12-31,NA,Akustikusneurinooman poisto translabyrintaarisesti
187,Other operations on acoustical nerv,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE34,1900-01-01,2030-12-31,NA,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus
188,Transtemporal total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE40,1997-01-01,2030-12-31,NA,Kudoksen poistaminen transtemporaalisesti
189,Zygomaticotemporal total or partial excision of intracranial lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE50,1900-01-01,2030-12-31,NA,Kudoksen poistaminen poskikaaren ja ohimoluun läpi
190,Other operation by cranial base approach,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAE99,1900-01-01,2030-12-31,NA,Muu kallonpohjan kautta tehtävä leikkaus
191,Shunt operations on ventricles of brain or intracerebral cysts,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAF,1900-01-01,2030-12-31,NA,Aivonestekierron säätelytoimenpiteet
192,Ventriculostomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF00,1900-01-01,2030-12-31,NA,Aivokammioavanteen teko
193,Ventriculoperitoneal shunt,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF05,1900-01-01,2030-12-31,NA,Aivokammion kanavointi vatsaonteloon
194,Lumboperitoneal shunt,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF10,1900-01-01,2030-12-31,NA,Selkäydinkanavan kanavointi vatsaonteloon
195,Ventriculoatrial shunt,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF15,1900-01-01,2030-12-31,NA,Aivokammion kanavointi sydämen eteiseen
196,Revision of shunt of ventricle of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF20,1900-01-01,2030-12-31,NA,Aivonesteyhdystien korjaaminen
197,Removal of shunt of ventricle of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF25,1900-01-01,2030-12-31,NA,Aivonesteyhdystien poisto
198,Implantation of intraventricular injection device,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF30,1900-01-01,2030-12-31,NA,Injektiolaitteen asettaminen aivokammioon
199,Implantation of reservoir for intraventricular therapy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF35,1999-01-01,2030-12-31,NA,Aivokammioiden sisäisen lääkehoidon toteuttamiseen tarkoitetun ihonalaisen säiliön asettaminen
200,Shunt of cyst of brain to peritoneum,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF40,1900-01-01,2030-12-31,NA,Kallonsisäisen kystan kanavointi vatsaonteloon
201,Fenestration of intracranial cyst,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF45,2000-01-01,2030-12-31,NA,Aivokystan avanteen teko
202,Third ventriculostomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF50,2013-01-01,2030-12-31,NA,Kolmannen aivokammion pohjan puhkaisu
203,Other shunt operation on ventricle of brain or intracerebral cyst,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAF99,1900-01-01,2030-12-31,NA,Muu aivonestekierron säätelytoimenpide
204,Stereotactic intracranial operations,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAG,1900-01-01,2030-12-31,NA,Stereotaktiset aivotilan toimenpiteet
205,Stereotactic intracranial biopsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG00,1900-01-01,2030-12-31,NA,Koepalan otto stereotaktisen laitteen avulla
206,Stereotactic intracranial destruction of nucleus or nerve tract,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG10,1900-01-01,2030-12-31,NA,Sterotaktinen tumakkeen tai hermoradan tuhoaminen
207,Stereotactic intracranial implantation of electrodes,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG20,1900-01-01,2030-12-31,NA,Stereotaktinen aivoelektrodien asettaminen
208,Stereotactic intracranial implantation of radioactive agent,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG30,1900-01-01,2030-12-31,NA,Stereotaktinen säteilylähteen asettaminen aivoihin
209,Stereotactic intracranial implantation of fetal tissue,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG40,1900-01-01,2030-12-31,NA,Stereotaktinen sikiön hermosolujen/kudoksen asettaminen aivoihin
210,Stereotactic intracranial radiotherapy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG50,1900-01-01,2030-12-31,NA,Stereotaktinen sädehoito aivoihin
211,Other stereotactic intracranial operation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAG99,1900-01-01,2030-12-31,NA,Muu stereotaktinen aivojen toimenpide
212,Operations on cranial nerves,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAH,1900-01-01,2030-12-31,NA,Aivohermojen leikkaukset
213,Rhizotomy of cranial nerve,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH10,1900-01-01,2030-12-31,NA,Aivohermon katkaisu
214,Decompression of cranial nerve,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH20,1900-01-01,2030-12-31,NA,Aivohermon vapautus
215,Thermal destruction of cranial nerve,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH30,1900-01-01,2030-12-31,NA,Aivohermon polttaminen tai jäädyttäminen
216,Glycerol injection into cranial nerve,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH40,1900-01-01,2030-12-31,NA,Aivohermon injektiohoito
217,Cranial nerve anastomosis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH50,1900-01-01,2030-12-31,NA,Aivohermon liittäminen tai siirre
218,Microvascular decompression of cranial nerve,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH60,1900-01-01,2030-12-31,NA,Aivohermon mikrovaskulaarinen vapautus
219,Microvascural muscle transplantation in cranial nerve area,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH80,1997-01-01,2030-12-31,NA,Mikrovaskulaarinen lihaksensiirto aivohermojen alueella
220,Other operation on cranial nerve,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAH99,1900-01-01,2030-12-31,NA,Muu aivohermojen leikkaus
221,Operations for epilepsy,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAJ,1900-01-01,2030-12-31,NA,Epilepsialeikkaukset
222,Hemispherectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ00,1900-01-01,2030-12-31,NA,Aivopuoliskon poisto
223,Lobectomy for epilepsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ10,1900-01-01,2030-12-31,NA,Aivolohkon poisto epilepsian vuoksi
224,Hippocampectomy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ15,1900-01-01,2030-12-31,NA,"Hippokampuksen, aivoturson, poisto"
225,Excision of epileptic focus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ20,1900-01-01,2030-12-31,NA,Epileptisen pesäkkeen poisto
226,Transcision of nerve tracts for epilepsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ25,1900-01-01,2030-12-31,NA,Hermoratojen katkaisu epilepsian vuoksi
227,Callosotomy for epilepsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ30,1900-01-01,2030-12-31,NA,"Kallosotomia, aivokurjen halkaisu, epilepsian vuoksi"
228,Hemidecortication for epilepsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ35,1900-01-01,2030-12-31,NA,Aivopuoliskon kuorikerroksen poisto epilepsian vuoksi
229,Other operation for epilepsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAJ99,1900-01-01,2030-12-31,NA,Muu aivoleikkaus epilepsian vuoksi
230,Operations on skull and dura,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAK,1900-01-01,2030-12-31,NA,Kallon ja kovakalvon leikkaukset
231,Cranioplasty,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK00,1900-01-01,2030-12-31,NA,Kallon korjaaminen
232,Repair of dura,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK10,1900-01-01,2030-12-31,NA,Kovan aivokalvon korjaaminen
233,Operations for craniosynostosis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK20,1900-01-01,2030-12-31,NA,Kallonsaumojen ennenaikaisen luutumisen vuoksi tehtävä leikkaus
234,Craniofacial reconstruction in congenital malformations,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK30,1900-01-01,2030-12-31,NA,Kallon ja kasvoluiden epämuodostuman korjaaminen
235,Closure of cerebrospinal fluid fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK40,1900-01-01,2030-12-31,NA,Aivonesteavanteen tukkiminen kallon luiden lävitse
236,Partial excision of skull cap,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK80,2007-01-01,2030-12-31,NA,Kallon kalotin avaaminen aivopaineen helpottamiseksi
237,Replantation of previously excised part of skull cap,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK85,2007-01-01,2030-12-31,NA,Aiemmin irroitetun kallon kalotin takaisinistutus
238,Other operation on skull or dura,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAK99,1900-01-01,2030-12-31,NA,Muu kallon ja kovakalvon leikkaus
239,Biopsy of skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAP00,1997-01-01,2030-12-31,NA,Koepalan otto kallosta
240,Extirpation of a skull lesion,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAP10,1997-01-01,2030-12-31,NA,Kallon luukasvaimen poisto
241,Other operation on skull,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAP99,1997-01-01,2003-09-24,NA,Muu kallon leikkaus
242,Intracranial endovascular procedures,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAL,1900-01-01,2030-12-31,NA,Kallonsisäiset suonensisäiset toimenpiteet
243,Endovascular occlusion of intracranial aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAL00,1900-01-01,2030-12-31,NA,Aivovaltimopullistuman suonensisäinen tukkiminen
244,Intracranial endovascular thrombolysis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAL10,1900-01-01,2030-12-31,NA,Aivovaltimotulpan suonensisäinen liuotus
245,Endovascular occlusion of intracranial arterio-venous malformation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAL20,1900-01-01,2030-12-31,NA,Aivoverisuoniepämuodostuman suonensisäinen tukkiminen
246,Endovascular occlusion of intracranial fistula,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAL30,1900-01-01,2030-12-31,NA,Aivovaltimo-laskimoavanteen suonensisäinen tukkiminen
247,Endovascular occlusion of feeding arteries of intracranial tumour,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAL40,1900-01-01,2030-12-31,NA,Aivokasvaimen verisuonien suonensisäinen tukkiminen
248,Other intracranial endovascular procedure,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAL99,1900-01-01,2030-12-31,NA,Muu aivoverisuonien suonensisäinen toimenpide
249,Cerebral artery PTA,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2AT,1999-01-01,2030-12-31,NA,Aivovaltimon laajennushoito
250,Cerebral artery extensive PTA,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2BT,1999-01-01,2030-12-31,NA,Aivovaltimon laaja laajennushoito
251,Cerebral artery very extensive PTA,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2CT,2003-01-01,2030-12-31,NA,Aivovaltimon erittäin laaja slaajennushoito
252,Embolisation of a brain tumor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2DT,1999-01-01,2030-12-31,NA,Aivokasvaimen embolisaatio
253,Extensive embolisation of a brain tumor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2ET,1999-01-01,2030-12-31,NA,Aivokasvaimen laaja embolisaatio
254,Very extensive embolisation of a brain tumor,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2FT,2003-01-01,2030-12-31,NA,Aivokasvaimen erittäin laaja embolisaatio
255,Embolisation of arterio-venous malformation of the brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2GT,1999-01-01,2030-12-31,NA,Aivojen AV-malformation tai fistelin embolisaatio
256,Extensive embolisation of arterio-venous malformation of the brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2HT,1999-01-01,2030-12-31,NA,Aivojen AV-malformation tai fistelin laaja embolisaatio
257,Very extensive embolisation of arterio-venous malformation of the brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2JT,1999-01-01,2030-12-31,NA,Aivojen AV-malformation tai fistelin erittäin laaja embolisaatio
258,Endovascular closure of brain aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2KT,1999-01-01,2030-12-31,NA,Aivovaltimoaneurysman suonensisäinen tukkiminen
259,Endovascular closure of extensive brain aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2LT,1999-01-01,2030-12-31,NA,Aivovaltimoaneurysman laaja suonensisäinen tukkiminen
260,Endovascular closure of very extensive brain aneurysm,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2MT,2003-01-01,2030-12-31,NA,Aivovaltimoaneurysman erittäin laaja suonensisäinen tukkiminen
261,Permanent closure of brain artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2PT,2003-01-01,2030-12-31,NA,Aivovaltimon pysyvä suonensisäinen tukkiminen
262,Intracranial endovascular thrombolysis,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2ST,1999-01-01,2030-12-31,NA,Aivovaltimon ja/tai silmän alueen tukoksen liuotushoito
263,Intravascular evacuation of brain artery embolus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA2VT,2003-01-01,2030-12-31,NA,Aivovaltimotulpan suonensisäinen mekaaninen poisto
264,Temporary closure of brain artery,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PA7KT,2003-01-01,2030-12-31,NA,Aivovaltimon suonensisäinen koetukkiminen
265,Selective thrombolysis of brain or orbita vein,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PH4ST,2004-01-01,2030-12-31,NA,Aivo- tai orbitan alueen laskimotulpan liuotushoito
266,Removal of venous thrombosis of brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PH4UT,2004-01-01,2030-12-31,NA,Aivolaskimotulpan mekaaninen poisto radiologisessa ohjauksessa
267,Dilatation of vein of head or brain,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PH4YT,2004-01-01,2030-12-31,NA,Aivo-/pääalueen laskimon stenttaus
268,Removal of foreign body form head or neck vein,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,PH4ZT,2004-01-01,2030-12-31,NA,Vierasesineen poisto pään tai kaula-alueen laskimosta
269,Operations for intracranial infection,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAM,1900-01-01,2030-12-31,NA,Aivotilan infektioiden leikkaukset
270,Puncture and evacuation of intracerebral abscess,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAM00,1900-01-01,2030-12-31,NA,Aivojen märkäpesäkkeen pisto ja tyhjennys
271,Excision of intracerebral abscess,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAM10,1900-01-01,2030-12-31,NA,Aivojen märkäpesäkkeen poisto
272,Evacuation of epidural or subdural empyema,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAM30,1900-01-01,2030-12-31,NA,Epi- tai subduraalisen märkäpesäkkeen tyhjennys
273,Other operation for intracranial infection,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAM99,1900-01-01,2030-12-31,NA,Muu aivotilan infektion leikkaus
274,Operations for intracranial congenital malformations,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAN,1900-01-01,2030-12-31,NA,Synnynnäisten keskushermoston epämuodostumien korjaukset
275,Excision and repair of encephalocele,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAN00,1900-01-01,2030-12-31,NA,Enkefaloseelen korjausleikkaus
276,Other operation for intracranial congenital malformation,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAN99,1900-01-01,2030-12-31,NA,Muu synnynnäisen keskushermoston epämuodostuman korjaus
277,Reconstructive operations for facial palsy,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAQ,2007-01-01,2030-12-31,NA,Kasvohermohalvauksen jälkeiset korjausleikkaukset
278,Local transposition of muscle for facial palsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAQ00,2007-01-01,2030-12-31,NA,Paikallinen lihaksen siirto kasvohermohalvauksen vuoksi
279,Cross-facial transplantation of nerve for facial palsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAQ10,2007-01-01,2030-12-31,NA,Hermonsiirto kasvohermon yhdistämiseksi vastapuolelle
280,Microvascular transposition of muscle for facial palsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAQ20,2007-01-01,2030-12-31,NA,Mikrovaskulaarinen lihaksen siirto kasvohermohalvauksen vuoksi
281,Other reconstructive operation for facial palsy,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,AAQ99,2007-01-01,2030-12-31,NA,Muut kasvohermohalvauksen myöhäiskorjaukset
282,Removal of implants and external fixation devices from skull,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,AAU,2000-01-01,2030-12-31,NA,Istutteiden ja kiinnityslaitteiden poisto kallosta
